id,record_id,reshoot_idx_id,data_type_id,state_id,Date
4385,9389577,1,1,1,23-03-2016 12:50:08:864
4387,9389578,1,1,1,23-03-2016 12:51:03:504
4389,9389579,1,1,1,23-03-2016 12:52:18:864
4391,9389580,1,1,1,23-03-2016 12:53:10:016
4393,9389581,1,1,1,23-03-2016 12:54:01:056
4395,9389582,1,1,1,23-03-2016 12:55:19:424
4397,9389583,1,1,1,23-03-2016 12:56:08:704
4399,9389584,1,1,1,23-03-2016 12:56:56:640
4401,9389585,1,1,1,23-03-2016 12:57:38:688
4403,9389586,1,1,1,23-03-2016 12:58:25:360
4405,9389587,1,1,1,23-03-2016 12:59:13:296
4407,9389588,1,1,1,23-03-2016 13:00:06:544
4409,9389589,1,1,1,23-03-2016 13:01:27:104
4411,9389590,1,1,1,23-03-2016 13:02:17:040
4413,9389591,1,1,1,23-03-2016 13:03:06:288
4415,9389592,1,1,1,23-03-2016 13:03:53:232
4417,9389593,1,1,1,23-03-2016 13:04:42:864
4419,9389594,1,1,1,23-03-2016 13:05:35:616
4421,9389595,1,1,1,23-03-2016 13:06:25:056
4423,9389596,1,1,1,23-03-2016 13:07:10:192
4425,9389597,1,1,1,23-03-2016 13:07:56:624
4427,9389598,1,1,1,23-03-2016 13:08:51:648
4429,9389599,1,1,1,23-03-2016 13:10:26:448
4431,9389600,1,1,1,23-03-2016 13:11:13:216
4433,9389601,1,1,1,23-03-2016 13:12:00:352
4435,9389602,1,1,1,23-03-2016 13:12:47:104
4437,9389603,1,1,1,23-03-2016 13:13:30:736
4439,9389604,1,1,1,23-03-2016 13:14:55:104
4441,9389605,1,1,1,23-03-2016 13:15:45:232
4443,9389606,1,1,1,23-03-2016 13:16:41:680
4445,9389607,1,1,1,23-03-2016 13:18:55:600
4447,9389608,1,1,1,23-03-2016 13:19:37:136
4449,9389677,1,1,1,23-03-2016 04:11:02:448
4451,9389678,1,1,1,23-03-2016 04:11:57:008
4453,9389679,1,1,1,23-03-2016 04:12:37:344
4455,9389680,1,1,1,23-03-2016 04:13:24:272
4457,9389681,1,1,1,23-03-2016 04:14:06:416
4459,9389682,1,1,1,23-03-2016 04:14:50:560
4461,9389683,1,1,1,23-03-2016 04:15:33:088
4463,9389684,1,1,1,23-03-2016 04:16:17:040
4465,9389685,1,1,1,23-03-2016 04:16:54:576
4467,9389686,1,1,1,23-03-2016 04:17:31:712
4469,9389687,1,1,1,23-03-2016 04:18:09:536
4471,9389689,1,1,1,23-03-2016 06:43:00:272
4473,9389690,1,1,1,23-03-2016 06:34:14:096
4475,9389691,1,1,1,23-03-2016 06:35:08:096
4477,9389692,1,1,1,23-03-2016 06:36:02:096
4479,9389693,1,1,1,23-03-2016 06:37:02:320
4481,9389694,1,1,1,23-03-2016 06:37:56:320
4483,9389695,1,1,1,23-03-2016 06:39:23:360
4485,9389696,1,1,1,23-03-2016 11:05:30:992
4487,9389697,1,1,1,23-03-2016 11:04:33:200
4489,9389698,1,1,1,23-03-2016 11:03:39:200
4491,9389699,1,1,1,23-03-2016 11:58:16:560
4493,9389700,1,1,1,23-03-2016 11:57:16:912
4495,9389701,1,1,1,23-03-2016 11:56:27:472
4497,9389702,1,1,1,23-03-2016 11:55:22:032
4499,9389703,1,1,1,23-03-2016 11:53:57:776
4501,9389704,1,1,1,23-03-2016 11:51:09:488
4503,9389705,1,1,1,23-03-2016 11:49:51:232
4505,9389706,1,1,1,23-03-2016 11:49:03:280
4507,9389707,1,1,1,23-03-2016 11:47:46:624
4509,9389708,1,1,1,23-03-2016 11:07:50:736
4511,9389709,1,1,1,23-03-2016 11:10:11:760
4513,9389710,1,1,1,23-03-2016 11:10:50:672
4515,9389711,1,1,1,23-03-2016 11:11:45:824
4517,9389712,1,1,1,23-03-2016 11:05:52:624
4519,9389713,1,1,1,23-03-2016 11:03:57:200
4521,9389714,1,1,1,23-03-2016 11:03:03:200
4523,9389715,1,1,1,23-03-2016 11:02:09:200
4525,9389716,1,1,1,23-03-2016 11:01:11:472
4527,9389726,1,1,1,23-03-2016 10:56:43:328
4529,9389727,1,1,1,23-03-2016 10:57:32:096
4531,9389729,1,1,1,23-03-2016 10:40:58:352
4533,9389730,1,1,1,23-03-2016 10:41:52:352
4535,9389731,1,1,1,23-03-2016 10:42:59:440
4539,9389733,1,1,1,23-03-2016 10:47:44:496
4541,9389734,1,1,1,23-03-2016 10:48:41:440
4543,9389735,1,1,1,23-03-2016 10:49:38:096
4545,9389736,1,1,1,23-03-2016 10:50:58:384
4547,9389737,1,1,1,23-03-2016 10:51:49:040
4549,9389738,1,1,1,23-03-2016 10:53:16:096
4551,9389739,1,1,1,23-03-2016 10:30:31:248
4553,9389740,1,1,1,23-03-2016 10:31:49:056
4555,9389741,1,1,1,23-03-2016 10:32:33:712
4557,9389742,1,1,1,23-03-2016 10:33:24:352
4559,9389743,1,1,1,23-03-2016 10:34:01:984
4561,9389749,1,1,1,23-03-2016 09:48:30:880
4563,9389750,1,1,1,23-03-2016 09:49:28:672
4565,9389751,1,1,1,23-03-2016 09:50:12:928
4567,9389752,1,1,1,23-03-2016 09:51:06:928
4569,9389753,1,1,1,23-03-2016 09:51:56:720
4571,9389754,1,1,1,23-03-2016 09:52:50:720
4573,9389755,1,1,1,23-03-2016 09:53:33:008
4575,9389756,1,1,1,23-03-2016 09:54:20:832
4577,9389757,1,1,1,23-03-2016 10:21:41:632
4579,9389758,1,1,1,23-03-2016 10:20:33:296
4581,9389759,1,1,1,23-03-2016 09:56:07:232
4583,9389919,1,1,1,23-03-2016 04:08:35:664
4585,9389920,1,1,1,23-03-2016 04:07:40:208
4587,9389921,1,1,1,23-03-2016 04:06:43:056
4589,9389922,1,1,1,23-03-2016 04:05:47:312
4591,9389923,1,1,1,23-03-2016 04:04:50:752
4593,9389924,1,1,1,23-03-2016 04:03:41:104
4595,9389925,1,1,1,23-03-2016 04:02:44:448
4597,9389926,1,1,1,23-03-2016 04:01:54:016
4599,9389927,1,1,1,23-03-2016 04:00:46:064
4601,9389928,1,1,1,23-03-2016 03:59:47:616
4603,9389929,1,1,1,23-03-2016 03:58:30:464
4605,9389930,1,1,1,23-03-2016 03:57:15:712
4607,9389931,1,1,1,23-03-2016 06:46:28:320
4609,9389933,1,1,1,23-03-2016 05:58:16:464
4611,9389934,1,1,1,23-03-2016 06:00:06:144
4613,9389935,1,1,1,23-03-2016 06:01:03:936
4615,9389936,1,1,1,23-03-2016 06:02:12:144
4617,9389937,1,1,1,23-03-2016 06:03:07:584
4621,9389938,84,1,1,23-03-2016 06:04:11:632
4623,9389939,1,1,1,23-03-2016 06:05:00:192
4625,9389940,1,1,1,23-03-2016 06:05:49:328
4627,9389941,1,1,1,23-03-2016 06:06:49:024
4629,9389942,1,1,1,23-03-2016 06:07:55:936
4631,9389943,1,1,1,23-03-2016 06:08:49:168
4633,9389944,1,1,1,23-03-2016 06:09:53:120
4635,9389945,1,1,1,23-03-2016 06:11:11:936
4637,9389946,1,1,1,23-03-2016 06:12:10:592
4639,9389947,1,1,1,23-03-2016 06:13:07:632
4641,9389949,1,1,1,23-03-2016 11:31:55:216
4643,9389950,1,1,1,23-03-2016 11:30:47:280
4645,9389951,1,1,1,23-03-2016 11:29:58:032
4647,9389952,1,1,1,23-03-2016 11:29:05:088
4649,9389953,1,1,1,23-03-2016 11:28:20:048
4651,9389954,1,1,1,23-03-2016 11:27:36:416
4653,9389955,1,1,1,23-03-2016 11:26:51:088
4655,9389956,1,1,1,23-03-2016 11:26:03:344
4657,9389957,1,1,1,23-03-2016 11:24:08:272
4659,9389958,1,1,1,23-03-2016 11:23:21:024
4661,9389959,1,1,1,23-03-2016 11:22:06:336
4663,9389960,1,1,1,23-03-2016 11:21:08:112
4665,9389961,1,1,1,23-03-2016 11:20:14:112
4667,9389962,1,1,1,23-03-2016 11:19:20:112
4669,9389963,1,1,1,23-03-2016 11:17:47:312
4673,9389964,84,1,1,23-03-2016 11:15:59:456
4675,9389981,1,1,1,23-03-2016 10:49:20:096
4677,9389982,1,1,1,23-03-2016 10:48:23:440
4679,9389983,1,1,1,23-03-2016 10:47:08:496
4681,9389984,1,1,1,23-03-2016 10:46:02:336
4683,9389985,1,1,1,23-03-2016 10:45:21:392
4685,9389986,1,1,1,23-03-2016 10:44:41:856
4687,9389987,1,1,1,23-03-2016 10:43:59:536
4689,9389988,1,1,1,23-03-2016 10:43:17:440
4691,9389989,1,1,1,23-03-2016 10:42:23:440
4693,9389990,1,1,1,23-03-2016 10:41:16:352
4695,9389991,1,1,1,23-03-2016 10:29:20:864
4697,9389992,1,1,1,23-03-2016 10:28:23:824
4699,9389993,1,1,1,23-03-2016 10:27:03:472
4701,9389994,1,1,1,23-03-2016 10:26:00:320
4703,9389995,1,1,1,23-03-2016 10:25:13:376
4705,9389999,1,1,1,23-03-2016 10:04:35:648
4707,9390000,1,1,1,23-03-2016 10:05:35:408
4709,9390001,1,1,1,23-03-2016 10:06:33:728
4711,9390002,1,1,1,23-03-2016 10:07:27:728
4713,9390003,1,1,1,23-03-2016 10:11:41:184
4715,9390004,1,1,1,23-03-2016 10:12:48:224
4717,9390005,1,1,1,23-03-2016 10:13:45:264
4719,9390006,1,1,1,23-03-2016 10:14:32:608
4721,9390007,1,1,1,23-03-2016 10:15:28:432
4723,9390008,1,1,1,23-03-2016 10:16:22:592
4725,9390009,1,1,1,23-03-2016 10:17:11:824
4727,9390010,1,1,1,23-03-2016 10:18:04:176
4729,9390011,1,1,1,23-03-2016 10:18:54:112
4731,9390012,1,1,1,23-03-2016 09:57:35:312
4733,9390072,1,1,1,23-03-2016 03:37:51:872
4735,9390073,1,1,1,23-03-2016 03:38:44:624
4737,9390074,1,1,1,23-03-2016 03:39:36:080
4739,9390075,1,1,1,23-03-2016 03:40:33:920
4741,9390076,1,1,1,23-03-2016 03:41:25:456
4743,9390077,1,1,1,23-03-2016 03:42:36:816
4745,9390078,1,1,1,23-03-2016 03:43:25:360
4747,9390079,1,1,1,23-03-2016 03:49:08:416
4749,9390080,1,1,1,23-03-2016 03:50:01:360
4753,9390081,84,1,1,23-03-2016 03:51:11:600
4755,9390082,1,1,1,23-03-2016 03:51:50:448
4757,9390083,1,1,1,23-03-2016 03:52:29:696
4761,9390084,84,1,1,23-03-2016 03:53:52:048
4765,9390087,1,1,1,23-03-2016 06:30:34:880
4767,9390088,1,1,1,23-03-2016 06:29:38:640
4769,9390089,1,1,1,23-03-2016 06:28:52:304
4771,9390090,1,1,1,23-03-2016 06:27:44:720
4773,9390091,1,1,1,23-03-2016 06:26:31:168
4775,9390092,1,1,1,23-03-2016 06:25:35:440
4777,9390093,1,1,1,23-03-2016 06:24:46:192
4779,9390094,1,1,1,23-03-2016 06:23:51:456
4781,9390095,1,1,1,23-03-2016 06:23:09:520
4783,9390096,1,1,1,23-03-2016 06:22:17:472
4785,9390097,1,1,1,23-03-2016 06:21:21:920
4787,9390098,1,1,1,23-03-2016 06:20:28:192
4789,9390099,1,1,1,23-03-2016 06:19:35:424
4791,9390100,1,1,1,23-03-2016 06:18:40:976
4793,9390101,1,1,1,23-03-2016 06:17:38:320
4795,9390102,1,1,1,23-03-2016 06:16:00:640
4797,9390103,1,1,1,23-03-2016 11:35:23:328
4799,9390104,1,1,1,23-03-2016 11:36:15:872
4801,9390105,1,1,1,23-03-2016 11:37:11:424
4803,9390106,1,1,1,23-03-2016 11:38:04:064
4805,9390107,1,1,1,23-03-2016 11:38:47:504
4807,9390108,1,1,1,23-03-2016 11:39:31:344
4809,9390109,1,1,1,23-03-2016 11:40:26:592
4811,9390110,1,1,1,23-03-2016 11:41:11:728
4813,9390111,1,1,1,23-03-2016 11:42:03:472
4815,9390112,1,1,1,23-03-2016 11:42:50:608
4817,9390113,1,1,1,23-03-2016 11:43:43:664
4819,9390114,1,1,1,23-03-2016 11:44:36:384
4821,9390115,1,1,1,23-03-2016 09:30:46:336
4823,9390116,1,1,1,23-03-2016 09:30:04:304
4825,9390117,1,1,1,23-03-2016 09:29:15:664
4829,9390118,84,1,1,23-03-2016 09:28:16:608
4831,9390119,1,1,1,23-03-2016 08:35:31:072
4833,9390120,1,1,1,23-03-2016 08:33:01:376
4835,9390121,1,1,1,23-03-2016 08:31:50:928
4837,9390122,1,1,1,23-03-2016 08:30:59:088
4839,9390123,1,1,1,23-03-2016 08:30:16:448
4841,9390124,1,1,1,23-03-2016 08:29:24:416
4843,9390125,1,1,1,23-03-2016 08:28:37:280
4845,9390126,1,1,1,23-03-2016 08:27:27:216
4847,9390127,1,1,1,23-03-2016 08:26:28:368
4849,9390128,1,1,1,23-03-2016 08:25:35:824
4851,9390129,1,1,1,23-03-2016 08:24:39:968
4853,9390130,1,1,1,23-03-2016 08:23:47:424
4855,9390131,1,1,1,23-03-2016 08:22:45:056
4857,9390132,1,1,1,23-03-2016 08:21:56:240
4859,9390133,1,1,1,23-03-2016 08:20:47:488
4861,9390134,1,1,1,23-03-2016 08:19:22:128
4863,9390135,1,1,1,23-03-2016 08:17:42:752
4865,9390136,1,1,1,23-03-2016 09:58:40:224
4867,9390137,1,1,1,23-03-2016 09:59:27:792
4869,9390138,1,1,1,23-03-2016 09:56:43:232
4871,9390139,1,1,1,23-03-2016 09:55:41:216
4873,9390140,1,1,1,23-03-2016 09:55:02:176
4875,9390141,1,1,1,23-03-2016 09:54:02:832
4877,9390142,1,1,1,23-03-2016 09:53:13:584
4879,9390143,1,1,1,23-03-2016 09:52:32:720
4881,9390144,1,1,1,23-03-2016 09:51:30:000
4883,9390145,1,1,1,23-03-2016 09:50:30:928
4885,9390146,1,1,1,23-03-2016 09:49:10:672
4887,9390147,1,1,1,23-03-2016 09:48:12:880
4889,9390148,1,1,1,23-03-2016 09:46:50:528
4891,9390149,1,1,1,23-03-2016 09:44:43:824
4893,9390150,1,1,1,23-03-2016 09:44:00:000
4895,9390164,1,1,1,23-03-2016 02:59:36:624
4897,9390165,1,1,1,23-03-2016 03:00:47:792
4899,9390166,1,1,1,23-03-2016 03:01:45:568
4901,9390167,1,1,1,23-03-2016 03:04:13:792
4903,9390168,1,1,1,23-03-2016 03:05:16:736
4905,9390169,1,1,1,23-03-2016 03:06:08:976
4907,9390170,1,1,1,23-03-2016 03:07:03:520
4909,9390171,1,1,1,23-03-2016 03:07:54:064
4911,9390172,1,1,1,23-03-2016 03:09:04:304
4913,9390173,1,1,1,23-03-2016 03:09:51:040
4915,9390174,1,1,1,23-03-2016 03:10:41:488
4917,9390175,1,1,1,23-03-2016 03:11:33:824
4919,9390176,1,1,1,23-03-2016 03:12:36:480
4921,9390177,1,1,1,23-03-2016 03:13:35:024
4923,9390178,1,1,1,23-03-2016 03:14:34:768
4925,9390180,1,1,1,23-03-2016 05:45:15:584
4927,9390181,1,1,1,23-03-2016 05:41:12:320
4929,9390182,1,1,1,23-03-2016 05:40:12:960
4933,9390184,1,1,1,23-03-2016 05:38:25:696
4935,9390185,1,1,1,23-03-2016 05:07:29:920
4937,9390186,1,1,1,23-03-2016 05:08:20:064
4939,9390187,1,1,1,23-03-2016 05:09:26:128
4941,9390188,1,1,1,23-03-2016 05:10:11:248
4943,9390189,1,1,1,23-03-2016 05:10:57:600
4945,9390190,1,1,1,23-03-2016 05:11:34:528
4947,9390191,1,1,1,23-03-2016 05:12:28:528
4949,9390192,1,1,1,23-03-2016 05:13:22:528
4951,9390193,1,1,1,23-03-2016 05:14:48:400
4953,9390194,1,1,1,23-03-2016 05:15:42:400
4955,9390195,1,1,1,23-03-2016 05:16:43:920
4957,9390196,1,1,1,23-03-2016 05:17:58:432
4959,9390197,1,1,1,23-03-2016 07:54:58:064
4961,9390198,1,1,1,23-03-2016 07:56:06:240
4963,9390199,1,1,1,23-03-2016 07:57:12:192
4965,9390200,1,1,1,23-03-2016 07:58:01:440
4967,9390201,1,1,1,23-03-2016 07:58:40:480
4969,9390202,1,1,1,23-03-2016 07:59:27:920
4971,9390203,1,1,1,23-03-2016 08:01:24:288
4973,9390204,1,1,1,23-03-2016 08:02:20:800
4975,9390205,1,1,1,23-03-2016 08:03:15:952
4977,9390206,1,1,1,23-03-2016 08:04:06:080
4979,9390207,1,1,1,23-03-2016 08:05:11:008
4981,9390208,1,1,1,23-03-2016 08:06:05:008
4983,9390209,1,1,1,23-03-2016 09:23:21:408
4985,9390210,1,1,1,23-03-2016 09:24:11:360
4987,9390211,1,1,1,23-03-2016 09:24:53:792
4989,9390212,1,1,1,23-03-2016 08:10:39:616
4991,9390328,1,1,1,23-03-2016 02:45:28:896
4993,9390329,1,1,1,23-03-2016 02:47:56:800
4997,9390330,84,1,1,23-03-2016 02:50:12:384
4999,9390331,1,1,1,23-03-2016 02:51:05:152
5001,9390332,1,1,1,23-03-2016 02:52:00:784
5003,9390333,1,1,1,23-03-2016 02:52:56:928
5007,9390334,84,1,1,23-03-2016 02:54:06:576
5009,9390335,1,1,1,23-03-2016 02:55:04:432
5011,9390336,1,1,1,23-03-2016 02:56:06:064
5013,9390337,1,1,1,23-03-2016 07:01:22:816
5017,9390338,84,1,1,23-03-2016 04:20:29:360
5019,9390339,1,1,1,23-03-2016 04:21:10:096
5021,9390340,1,1,1,23-03-2016 04:21:50:016
5023,9390341,1,1,1,23-03-2016 04:22:37:360
5025,9390342,1,1,1,23-03-2016 04:23:15:248
5027,9390343,1,1,1,23-03-2016 04:24:06:480
5029,9390344,1,1,1,23-03-2016 07:03:12:592
5031,9390345,1,1,1,23-03-2016 05:04:00:112
5033,9390347,1,1,1,23-03-2016 05:06:28:784
5035,9390348,1,1,1,23-03-2016 05:07:11:920
5039,9390349,84,1,1,23-03-2016 05:09:44:128
5041,9390350,1,1,1,23-03-2016 05:10:29:376
5043,9390351,1,1,1,23-03-2016 05:11:52:528
5045,9390352,1,1,1,23-03-2016 05:12:46:528
5047,9390353,1,1,1,23-03-2016 05:13:40:528
5049,9390354,1,1,1,23-03-2016 05:14:26:480
5051,9390355,1,1,1,23-03-2016 05:15:24:400
5053,9390356,1,1,1,23-03-2016 05:16:25:920
5055,9390357,1,1,1,23-03-2016 05:17:22:432
5057,9390381,1,1,1,23-03-2016 02:35:53:296
5059,9390382,1,1,1,23-03-2016 02:35:16:768
5061,9390383,1,1,1,23-03-2016 02:34:39:648
5063,9390384,1,1,1,23-03-2016 02:38:22:880
5067,9390385,84,1,1,23-03-2016 02:39:41:536
5069,9390386,1,1,1,23-03-2016 02:40:35:808
5071,9390387,1,1,1,23-03-2016 02:41:18:048
5075,9390388,84,1,1,23-03-2016 02:42:33:328
5077,9390389,1,1,1,23-03-2016 02:33:10:864
5079,9390390,1,1,1,23-03-2016 02:32:30:736
5081,9390391,1,1,1,23-03-2016 02:31:52:304
5083,9390392,1,1,1,23-03-2016 02:31:07:360
